row_index,cell_1_icon_src,cell_1_icon_alt,cell_2_name_link_text,cell_2_full_text,cell_3_img_srcs,cell_3_img_alts,cell_4_text
161,/thumb.php?f=101040081_s2_rank5_command.png&width=80,101040081 s2 rank5 command.png,Sheila AS,"| Sheila AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000004 icon.png, 216000002 icon.png",2021-11-17
162,/thumb.php?f=101060131_s2_rank5_command.png&width=80,101060131 s2 rank5 command.png,Hardy AS,"| Hardy AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 1.png, 202000006 icon.png, 216000003 icon.png",2021-11-04
163,/thumb.php?f=101000191_s2_rank5_command.png&width=80,101000191 s2 rank5 command.png,Chiyo AS,"| Chiyo AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000000 icon.png, 216000004 icon.png",2021-10-18
164,/thumb.php?f=101020111_s2_rank5_command.png&width=80,101020111 s2 rank5 command.png,Victor AS,"| Victor AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=Skill_Type_8_16.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, Skill Type 8 16.png, 202000002 icon.png, 216000004 icon.png",2021-09-17
165,/thumb.php?f=101070091_s2_rank5_command.png&width=80,101070091 s2 rank5 command.png,Myunfa AS,"| Myunfa AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000007 icon.png, 216000002 icon.png",2021-09-06
166,/thumb.php?f=101040161_rank5_command.png&width=80,101040161 rank5 command.png,Garambarrel,"| Garambarrel | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000004 icon.png, 216000002 icon.png",2021-08-27
167,/thumb.php?f=101030151_rank5_command.png&width=80,101030151 rank5 command.png,Necoco,"| Necoco | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000003 icon.png, 216000003 icon.png",2021-08-18
168,/thumb.php?f=101020081_s3_rank5_command.png&width=80,101020081 s3 rank5 command.png,Tsukiha ES,"| Tsukiha ES | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000005 icon.png, 216000004 icon.png",2021-08-18
169,/thumb.php?f=101060111_s2_rank5_command.png&width=80,101060111 s2 rank5 command.png,Tsubame AS,"| Tsubame AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000006 icon.png, 216000003 icon.png",2021-08-06
170,/thumb.php?f=101000141_rank5_command.png&width=80,101000141 rank5 command.png,Melody,"| Melody | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000000 icon.png, 216000004 icon.png",2021-07-27
171,/thumb.php?f=101000261_s2_rank5_command.png&width=80,101000261 s2 rank5 command.png,Clarte AS,"| Clarte AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=Skill_Type_8_64.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, Skill Type 8 64.png, 202000000 icon.png, 216000004 icon.png",2021-07-15
172,/thumb.php?f=101010121_s2_rank5_command.png&width=80,101010121 s2 rank5 command.png,Thillelille AS,"| Thillelille AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=Skill_Type_8_32.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, Skill Type 8 32.png, 202000001 icon.png, 216000002 icon.png",2021-07-15
173,/thumb.php?f=101040121_s2_rank5_command.png&width=80,101040121 s2 rank5 command.png,Tiramisu AS,"| Tiramisu AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000004 icon.png, 216000002 icon.png",2021-07-06
174,/thumb.php?f=101020101_s2_rank5_command.png&width=80,101020101 s2 rank5 command.png,Shigure AS,"| Shigure AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000002 icon.png, 216000004 icon.png",2021-06-17
175,/thumb.php?f=101070061_s3_rank5_command.png&width=80,101070061 s3 rank5 command.png,Melina ES,"| Melina ES | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=Skill_Type_8_16.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 8.png, Skill Type 8 16.png, 202000006 icon.png, 216000003 icon.png",2021-06-07
176,/thumb.php?f=101000251_s2_rank5_command.png&width=80,101000251 s2 rank5 command.png,Dunarith AS,"| Dunarith AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000000 icon.png, 216000004 icon.png",2021-05-26
177,/thumb.php?f=101040141_rank5_command.png&width=80,101040141 rank5 command.png,Ewella,"| Ewella | 
 | 4~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=Skill_Type_8_64.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, Skill Type 8 64.png, 202000004 icon.png, 216000002 icon.png",2021-05-19
178,/thumb.php?f=101010041_s2_rank5_command.png&width=80,101010041 s2 rank5 command.png,Miyu AS,"| Miyu AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000001 icon.png, 216000002 icon.png",2021-05-11
179,/thumb.php?f=101000171_s2_rank5_command.png&width=80,101000171 s2 rank5 command.png,Radica AS,"| Radica AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000000 icon.png, 216000004 icon.png",2021-04-28
180,/thumb.php?f=101040111_s2_rank5_command.png&width=80,101040111 s2 rank5 command.png,Hismena AS,"| Hismena AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000004 icon.png, 216000002 icon.png",2021-04-20
181,/thumb.php?f=101040131_rank5_command.png&width=80,101040131 rank5 command.png,Milsha,"| Milsha | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=Skill_Type_8_32.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, Skill Type 8 32.png, 202000004 icon.png, 216000002 icon.png",2021-04-09
182,/thumb.php?f=101070051_s2_rank5_command.png&width=80,101070051 s2 rank5 command.png,Ewan AS,"| Ewan AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000007 icon.png, 216000002 icon.png",2021-03-30
183,/thumb.php?f=101030101_s2_rank5_command.png&width=80,101030101 s2 rank5 command.png,Ilulu AS,"| Ilulu AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 4.png, 202000003 icon.png, 216000003 icon.png",2021-03-22
184,/thumb.php?f=101050091_s2_rank5_command.png&width=80,101050091 s2 rank5 command.png,Hozuki AS,"| Hozuki AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000005 icon.png, 216000004 icon.png",2021-03-10
185,/thumb.php?f=101000241_s2_rank5_command.png&width=80,101000241 s2 rank5 command.png,Rosetta AS,"| Rosetta AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000000 icon.png, 216000004 icon.png",2021-02-10
186,/thumb.php?f=101020131_rank5_command.png&width=80,101020131 rank5 command.png,Melissa,"| Melissa | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=Skill_Type_8_64.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, Skill Type 8 64.png, 202000002 icon.png, 216000004 icon.png",2021-01-29
187,/thumb.php?f=101020121_rank5_command.png&width=80,101020121 rank5 command.png,Heena,"| Heena | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000002 icon.png, 216000004 icon.png",2021-01-20
188,/thumb.php?f=101050131_rank5_command.png&width=80,101050131 rank5 command.png,Yukino,"| Yukino | 
 | 4~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000005 icon.png, 216000004 icon.png",2021-01-12
189,/thumb.php?f=101020081_s2_rank5_command.png&width=80,101020081 s2 rank5 command.png,Tsukiha AS,"| Tsukiha AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000002 icon.png, 216000004 icon.png",2020-12-25
190,/thumb.php?f=101040101_s2_rank5_command.png&width=80,101040101 s2 rank5 command.png,Bertrand AS,"| Bertrand AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000004 icon.png, 216000002 icon.png",2020-12-17
191,/thumb.php?f=101430011_rank5_command.png&width=80,101430011 rank5 command.png,Cress,"| Cress | 
 | 4~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 1.png, 202000001 icon.png, 216000002 icon.png",2020-12-17
192,/thumb.php?f=101430031_rank5_command.png&width=80,101430031 rank5 command.png,Milla,"| Milla | 
 | 4~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 8.png, 202000001 icon.png, 216000002 icon.png",2020-12-17
193,/thumb.php?f=101430041_rank5_command.png&width=80,101430041 rank5 command.png,Velvet,"| Velvet | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000001 icon.png, 216000002 icon.png",2020-12-17
194,/thumb.php?f=101430021_rank5_command.png&width=80,101430021 rank5 command.png,Yuri,"| Yuri | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000002 icon.png, 216000004 icon.png",2020-12-17
195,/thumb.php?f=101000261_rank5_command.png&width=80,101000261 rank5 command.png,Clarte,"| Clarte | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=Skill_Type_8_64.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, Skill Type 8 64.png, 202000000 icon.png, 216000004 icon.png",2020-11-25
196,/thumb.php?f=101050121_rank5_command.png&width=80,101050121 rank5 command.png,Mistrare,"| Mistrare | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=Skill_Type_8_64.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, Skill Type 8 64.png, 202000005 icon.png, 216000004 icon.png",2020-11-25
197,/thumb.php?f=101400011_rank5_command.png&width=80,101400011 rank5 command.png,Skull,"| Skull | 
 | 5★","/thumb.php?f=Skill_Type_8_16.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 16.png, 202000007 icon.png, 216000002 icon.png",2020-11-17
198,/thumb.php?f=101020111_rank5_command.png&width=80,101020111 rank5 command.png,Victor,"| Victor | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=Skill_Type_8_16.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, Skill Type 8 16.png, 202000002 icon.png, 216000004 icon.png",2020-11-17
199,/thumb.php?f=101400071_rank5_command.png&width=80,101400071 rank5 command.png,Violet,"| Violet | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000001 icon.png, 216000002 icon.png",2020-11-17
200,/thumb.php?f=101040051_s2_rank5_command.png&width=80,101040051 s2 rank5 command.png,Foran AS,"| Foran AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000004 icon.png, 216000002 icon.png",2020-11-05
201,/thumb.php?f=101010121_rank5_command.png&width=80,101010121 rank5 command.png,Thillelille,"| Thillelille | 
 | 4~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=Skill_Type_8_32.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, Skill Type 8 32.png, 202000001 icon.png, 216000002 icon.png",2020-11-05
202,/thumb.php?f=101050021_s2_rank5_command.png&width=80,101050021 s2 rank5 command.png,Ciel AS,"| Ciel AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000005 icon.png, 216000004 icon.png",2020-10-27
203,/thumb.php?f=101070101_rank5_command.png&width=80,101070101 rank5 command.png,Yipha,"| Yipha | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000007 icon.png, 216000002 icon.png",2020-10-14
204,/thumb.php?f=101010091_s2_rank5_command.png&width=80,101010091 s2 rank5 command.png,Shannon AS,"| Shannon AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000001 icon.png, 216000002 icon.png",2020-09-30
205,/thumb.php?f=101060131_rank5_command.png&width=80,101060131 rank5 command.png,Hardy,"| Hardy | 
 | 4~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 1.png, 202000006 icon.png, 216000003 icon.png",2020-09-17
206,/thumb.php?f=101030141_rank5_command.png&width=80,101030141 rank5 command.png,Sophia,"| Sophia | 
 | 2~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 8.png, 202000003 icon.png, 216000003 icon.png",2020-09-17
207,/thumb.php?f=101010101_rank5_command.png&width=80,101010101 rank5 command.png,Cynthia,"| Cynthia | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000001 icon.png, 216000002 icon.png",2020-09-09
208,/thumb.php?f=101000011_s2_rank5_command.png&width=80,101000011 s2 rank5 command.png,Veina AS,"| Veina AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000000 icon.png, 216000004 icon.png",2020-08-31
209,/thumb.php?f=101030131_rank5_command.png&width=80,101030131 rank5 command.png,Zeviro,"| Zeviro | 
 | 4~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 8.png, 202000003 icon.png, 216000003 icon.png",2020-08-20
210,/thumb.php?f=101010011_s2_rank5_command.png&width=80,101010011 s2 rank5 command.png,Anabel AS,"| Anabel AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000001 icon.png, 216000002 icon.png",2020-08-06
211,/thumb.php?f=101010111_rank5_command.png&width=80,101010111 rank5 command.png,Radias,"| Radias | 
 | 4~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000001 icon.png, 216000002 icon.png",2020-07-28
212,/thumb.php?f=101000221_s2_rank5_command.png&width=80,101000221 s2 rank5 command.png,Myrus AS,"| Myrus AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000000 icon.png, 216000004 icon.png",2020-07-17
213,/thumb.php?f=101030091_s2_rank5_command.png&width=80,101030091 s2 rank5 command.png,Renri AS,"| Renri AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 1.png, 202000003 icon.png, 216000003 icon.png",2020-07-09
214,/thumb.php?f=101040121_rank5_command.png&width=80,101040121 rank5 command.png,Tiramisu,"| Tiramisu | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000004 icon.png, 216000002 icon.png",2020-07-01
215,/thumb.php?f=101020091_s2_rank5_command.png&width=80,101020091 s2 rank5 command.png,Elga AS,"| Elga AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000002 icon.png, 216000004 icon.png",2020-06-18
216,/thumb.php?f=101060091_s2_rank5_command.png&width=80,101060091 s2 rank5 command.png,Felmina AS,"| Felmina AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 4.png, 202000006 icon.png, 216000003 icon.png",2020-05-29
217,/thumb.php?f=101070091_rank5_command.png&width=80,101070091 rank5 command.png,Myunfa,"| Myunfa | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000007 icon.png, 216000002 icon.png",2020-05-20
218,/thumb.php?f=101040091_s2_rank5_command.png&width=80,101040091 s2 rank5 command.png,Cetie AS,"| Cetie AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000004 icon.png, 216000002 icon.png",2020-05-12
219,/thumb.php?f=101800111_rank5_command.png&width=80,101800111 rank5 command.png,Altena,"| Altena | 
 | 5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000005 icon.png, 216000004 icon.png",2020-04-24
220,/thumb.php?f=101030121_rank5_command.png&width=80,101030121 rank5 command.png,Kikyo,"| Kikyo | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 4.png, 202000003 icon.png, 216000003 icon.png",2020-04-24
221,/thumb.php?f=101020021_s2_rank5_command.png&width=80,101020021 s2 rank5 command.png,Nikeh AS,"| Nikeh AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000002 icon.png, 216000004 icon.png",2020-04-24
222,/thumb.php?f=101160041_rank5_command.png&width=80,101160041 rank5 command.png,Strawboy,"| Strawboy | 
 | 5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000006 icon.png, 216000003 icon.png",2020-04-24
223,/thumb.php?f=101100041_rank5_command.png&width=80,101100041 rank5 command.png,Strawboy,"| Strawboy | 
 | 5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000006 icon.png, 216000003 icon.png",2020-04-24
224,/thumb.php?f=101110041_rank5_command.png&width=80,101110041 rank5 command.png,Strawboy,"| Strawboy | 
 | 5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000006 icon.png, 216000003 icon.png",2020-04-24
225,/thumb.php?f=101170041_rank5_command.png&width=80,101170041 rank5 command.png,Strawboy,"| Strawboy | 
 | 5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000006 icon.png, 216000003 icon.png",2020-04-24
226,/thumb.php?f=101140041_rank5_command.png&width=80,101140041 rank5 command.png,Strawboy,"| Strawboy | 
 | 5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000006 icon.png, 216000003 icon.png",2020-04-24
227,/thumb.php?f=101050081_s2_rank5_command.png&width=80,101050081 s2 rank5 command.png,Claude AS,"| Claude AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000005 icon.png, 216000004 icon.png",2020-04-14
228,/thumb.php?f=101050111_rank5_command.png&width=80,101050111 rank5 command.png,Premaya,"| Premaya | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000005 icon.png, 216000004 icon.png",2020-04-02
229,/thumb.php?f=101000081_s2_rank5_command.png&width=80,101000081 s2 rank5 command.png,Gariyu AS,"| Gariyu AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000000 icon.png, 216000004 icon.png",2020-03-24
230,/thumb.php?f=101000121_s2_rank5_command.png&width=80,101000121 s2 rank5 command.png,Yuna AS,"| Yuna AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000000 icon.png, 216000004 icon.png",2020-03-24
231,/thumb.php?f=101010081_s2_rank5_command.png&width=80,101010081 s2 rank5 command.png,Shanie AS,"| Shanie AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000001 icon.png, 216000002 icon.png",2020-03-11
232,/thumb.php?f=101010031_s2_rank5_command.png&width=80,101010031 s2 rank5 command.png,Ruina AS,"| Ruina AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000001 icon.png, 216000002 icon.png",2020-03-03
233,/thumb.php?f=101040111_rank5_command.png&width=80,101040111 rank5 command.png,Hismena,"| Hismena | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000004 icon.png, 216000002 icon.png",2020-02-21
234,/thumb.php?f=101050101_rank5_command.png&width=80,101050101 rank5 command.png,Mana,"| Mana | 
 | 5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000005 icon.png, 216000004 icon.png",2020-02-21
235,/thumb.php?f=101000031_s2_rank5_command.png&width=80,101000031 s2 rank5 command.png,Mariel AS,"| Mariel AS | 
 | 5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2020-02-21
236,/thumb.php?f=101000251_rank5_command.png&width=80,101000251 rank5 command.png,Dunarith,"| Dunarith | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000000 icon.png, 216000004 icon.png",2020-02-10
